country_or_area,element,year,unit,value,value_footnotes,category
Northern America +,Area Harvested,1990,Ha,312485,A ,maize_green
Northern America +,Area Harvested,1989,Ha,296501,A ,maize_green
Northern America +,Area Harvested,1988,Ha,290754,A ,maize_green
Northern America +,Area Harvested,1987,Ha,284609,A ,maize_green
Northern America +,Area Harvested,1986,Ha,273682,A ,maize_green
Northern America +,Area Harvested,1985,Ha,285752,A ,maize_green
Northern America +,Area Harvested,1984,Ha,282594,A ,maize_green
Northern America +,Area Harvested,1983,Ha,269825,A ,maize_green
Northern America +,Area Harvested,1982,Ha,289182,A ,maize_green
Northern America +,Area Harvested,1981,Ha,268623,A ,maize_green
Northern America +,Yield,2007,Hg/Ha,156480,A ,maize_green
Northern America +,Yield,2006,Hg/Ha,156614,A ,maize_green
Northern America +,Yield,2005,Hg/Ha,153250,A ,maize_green
Northern America +,Yield,2004,Hg/Ha,146998,A ,maize_green
Northern America +,Yield,2003,Hg/Ha,151059,A ,maize_green
Northern America +,Yield,2002,Hg/Ha,142677,A ,maize_green
Northern America +,Yield,2001,Hg/Ha,138962,A ,maize_green
Northern America +,Yield,2000,Hg/Ha,136479,A ,maize_green
Northern America +,Yield,1999,Hg/Ha,141727,A ,maize_green
Northern America +,Yield,1998,Hg/Ha,141132,A ,maize_green
Northern America +,Yield,1997,Hg/Ha,140467,A ,maize_green
Northern America +,Yield,1996,Hg/Ha,137204,A ,maize_green
Northern America +,Yield,1995,Hg/Ha,135872,A ,maize_green
Northern America +,Yield,1994,Hg/Ha,142471,A ,maize_green
Northern America +,Yield,1993,Hg/Ha,117200,A ,maize_green
Northern America +,Yield,1992,Hg/Ha,128225,A ,maize_green
Northern America +,Yield,1991,Hg/Ha,124356,A ,maize_green
Northern America +,Yield,1990,Hg/Ha,126734,A ,maize_green
Northern America +,Yield,1989,Hg/Ha,126578,A ,maize_green
Northern America +,Yield,1988,Hg/Ha,108867,A ,maize_green
Northern America +,Yield,1987,Hg/Ha,128304,A ,maize_green
Northern America +,Yield,1986,Hg/Ha,119831,A ,maize_green
Northern America +,Yield,1985,Hg/Ha,119586,A ,maize_green
Northern America +,Yield,1984,Hg/Ha,117842,A ,maize_green
Northern America +,Yield,1983,Hg/Ha,109660,A ,maize_green
Northern America +,Yield,1982,Hg/Ha,119859,A ,maize_green
Northern America +,Yield,1981,Hg/Ha,115726,A ,maize_green
Northern America +,Production Quantity,2007,tonnes,4217645,A ,maize_green
Northern America +,Production Quantity,2006,tonnes,4255473,A ,maize_green
Northern America +,Production Quantity,2005,tonnes,4358205,A ,maize_green
Northern America +,Production Quantity,2004,tonnes,4244434,A ,maize_green
Northern America +,Production Quantity,2003,tonnes,4579265,A ,maize_green
Northern America +,Production Quantity,2002,tonnes,4259266,A ,maize_green
Northern America +,Production Quantity,2001,tonnes,4376866,A ,maize_green
Northern America +,Production Quantity,2000,tonnes,4319143,A ,maize_green
Northern America +,Production Quantity,1999,tonnes,4491665,A ,maize_green
Northern America +,Production Quantity,1998,tonnes,4495136,A ,maize_green
Northern America +,Production Quantity,1997,tonnes,4466980,A ,maize_green
Northern America +,Production Quantity,1996,tonnes,4385310,A ,maize_green
Northern America +,Production Quantity,1995,tonnes,4328760,A ,maize_green
Northern America +,Production Quantity,1994,tonnes,4733490,A ,maize_green
Northern America +,Production Quantity,1993,tonnes,3601380,A ,maize_green
Northern America +,Production Quantity,1992,tonnes,4095800,A ,maize_green
Northern America +,Production Quantity,1991,tonnes,4088230,A ,maize_green
Northern America +,Production Quantity,1990,tonnes,3960250,A ,maize_green
Northern America +,Production Quantity,1989,tonnes,3753060,A ,maize_green
Northern America +,Production Quantity,1988,tonnes,3165360,A ,maize_green
Northern America +,Production Quantity,1987,tonnes,3651650,A ,maize_green
Northern America +,Production Quantity,1986,tonnes,3279570,A ,maize_green
Northern America +,Production Quantity,1985,tonnes,3417210,A ,maize_green
Northern America +,Production Quantity,1984,tonnes,3330170,A ,maize_green
Northern America +,Production Quantity,1983,tonnes,2958910,A ,maize_green
Northern America +,Production Quantity,1982,tonnes,3466110,A ,maize_green
Northern America +,Production Quantity,1981,tonnes,3108679,A ,maize_green
Northern Europe +,Area Harvested,2007,Ha,115,A ,maize_green
Northern Europe +,Area Harvested,2006,Ha,101,A ,maize_green
Northern Europe +,Area Harvested,2005,Ha,117,A ,maize_green
Northern Europe +,Area Harvested,2004,Ha,104,A ,maize_green
Northern Europe +,Area Harvested,2003,Ha,96,A ,maize_green
Northern Europe +,Area Harvested,2002,Ha,91,A ,maize_green
Northern Europe +,Area Harvested,2001,Ha,74,A ,maize_green
Northern Europe +,Area Harvested,2000,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1999,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1998,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1997,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1996,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1995,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1994,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1993,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1992,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1991,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1990,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1989,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1988,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1987,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1986,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1985,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1984,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1983,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1982,Ha,0,A ,maize_green
Northern Europe +,Area Harvested,1981,Ha,0,A ,maize_green
Northern Europe +,Yield,2007,Hg/Ha,35043,A ,maize_green
Northern Europe +,Yield,2006,Hg/Ha,54950,A ,maize_green
Northern Europe +,Yield,2005,Hg/Ha,49743,A ,maize_green
Northern Europe +,Yield,2004,Hg/Ha,54230,A ,maize_green
Northern Europe +,Yield,2003,Hg/Ha,56354,A ,maize_green
Northern Europe +,Yield,2002,Hg/Ha,61648,A ,maize_green
Northern Europe +,Yield,2001,Hg/Ha,45945,A ,maize_green
Northern Europe +,Yield,2000,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1999,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1998,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1997,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1996,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1995,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1994,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1993,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1992,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1991,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1990,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1989,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1988,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1987,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1986,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1985,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1984,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1983,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1982,Hg/Ha,0,A ,maize_green
Northern Europe +,Yield,1981,Hg/Ha,0,A ,maize_green
Northern Europe +,Production Quantity,2007,tonnes,403,A ,maize_green
Northern Europe +,Production Quantity,2006,tonnes,555,A ,maize_green
Northern Europe +,Production Quantity,2005,tonnes,582,A ,maize_green
Northern Europe +,Production Quantity,2004,tonnes,564,A ,maize_green
Northern Europe +,Production Quantity,2003,tonnes,541,A ,maize_green
Northern Europe +,Production Quantity,2002,tonnes,561,A ,maize_green
Northern Europe +,Production Quantity,2001,tonnes,340,A ,maize_green
Northern Europe +,Production Quantity,2000,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1999,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1998,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1997,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1996,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1995,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1994,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1993,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1992,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1991,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1990,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1989,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1988,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1987,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1986,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1985,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1984,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1983,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1982,tonnes,0,A ,maize_green
Northern Europe +,Production Quantity,1981,tonnes,0,A ,maize_green
Norway,Area Harvested,2007,Ha,115,,maize_green
Norway,Area Harvested,2006,Ha,101,,maize_green
Norway,Area Harvested,2005,Ha,117,,maize_green
Norway,Area Harvested,2004,Ha,104,,maize_green
Norway,Area Harvested,2003,Ha,96,,maize_green
Norway,Area Harvested,2002,Ha,91,,maize_green
Norway,Area Harvested,2001,Ha,74,,maize_green
Norway,Area Harvested,2000,Ha,0,NR,maize_green
Norway,Area Harvested,1999,Ha,0,NR,maize_green
Norway,Area Harvested,1998,Ha,0,NR,maize_green
Norway,Area Harvested,1997,Ha,0,NR,maize_green
Norway,Area Harvested,1996,Ha,0,NR,maize_green
Norway,Area Harvested,1995,Ha,0,NR,maize_green
Norway,Area Harvested,1994,Ha,0,NR,maize_green
Norway,Area Harvested,1993,Ha,0,NR,maize_green
Norway,Area Harvested,1992,Ha,0,NR,maize_green
Norway,Area Harvested,1991,Ha,0,NR,maize_green
Norway,Area Harvested,1990,Ha,0,NR,maize_green
Norway,Area Harvested,1989,Ha,0,NR,maize_green
Norway,Area Harvested,1988,Ha,0,NR,maize_green
Norway,Area Harvested,1987,Ha,0,NR,maize_green
Norway,Area Harvested,1986,Ha,0,NR,maize_green
Norway,Area Harvested,1985,Ha,0,NR,maize_green
Norway,Area Harvested,1984,Ha,0,NR,maize_green
Norway,Area Harvested,1983,Ha,0,NR,maize_green
Norway,Area Harvested,1982,Ha,0,NR,maize_green
Norway,Area Harvested,1981,Ha,0,NR,maize_green
Norway,Yield,2007,Hg/Ha,35043,Fc,maize_green
Norway,Yield,2006,Hg/Ha,54950,Fc,maize_green
Norway,Yield,2005,Hg/Ha,49743,Fc,maize_green
Norway,Yield,2004,Hg/Ha,54230,Fc,maize_green
Norway,Yield,2003,Hg/Ha,56354,Fc,maize_green
Norway,Yield,2002,Hg/Ha,61648,Fc,maize_green
Norway,Yield,2001,Hg/Ha,45945,Fc,maize_green
Norway,Yield,2000,Hg/Ha,0,NR,maize_green
Norway,Yield,1999,Hg/Ha,0,NR,maize_green
Norway,Yield,1998,Hg/Ha,0,NR,maize_green
Norway,Yield,1997,Hg/Ha,0,NR,maize_green
Norway,Yield,1996,Hg/Ha,0,NR,maize_green
Norway,Yield,1995,Hg/Ha,0,NR,maize_green
Norway,Yield,1994,Hg/Ha,0,NR,maize_green
Norway,Yield,1993,Hg/Ha,0,NR,maize_green
Norway,Yield,1992,Hg/Ha,0,NR,maize_green
Norway,Yield,1991,Hg/Ha,0,NR,maize_green
Norway,Yield,1990,Hg/Ha,0,NR,maize_green
Norway,Yield,1989,Hg/Ha,0,NR,maize_green
Norway,Yield,1988,Hg/Ha,0,NR,maize_green
Norway,Yield,1987,Hg/Ha,0,NR,maize_green
Norway,Yield,1986,Hg/Ha,0,NR,maize_green
Norway,Yield,1985,Hg/Ha,0,NR,maize_green
Norway,Yield,1984,Hg/Ha,0,NR,maize_green
Norway,Yield,1983,Hg/Ha,0,NR,maize_green
Norway,Yield,1982,Hg/Ha,0,NR,maize_green
Norway,Yield,1981,Hg/Ha,0,NR,maize_green
Norway,Production Quantity,2007,tonnes,403,,maize_green
Norway,Production Quantity,2006,tonnes,555,,maize_green
Norway,Production Quantity,2005,tonnes,582,,maize_green
Norway,Production Quantity,2004,tonnes,564,,maize_green
Norway,Production Quantity,2003,tonnes,541,,maize_green
Norway,Production Quantity,2002,tonnes,561,,maize_green
Norway,Production Quantity,2001,tonnes,340,,maize_green
Norway,Production Quantity,2000,tonnes,0,NR,maize_green
Norway,Production Quantity,1999,tonnes,0,NR,maize_green
Norway,Production Quantity,1998,tonnes,0,NR,maize_green
Norway,Production Quantity,1997,tonnes,0,NR,maize_green
Norway,Production Quantity,1996,tonnes,0,NR,maize_green
Norway,Production Quantity,1995,tonnes,0,NR,maize_green
Norway,Production Quantity,1994,tonnes,0,NR,maize_green
Norway,Production Quantity,1993,tonnes,0,NR,maize_green
Norway,Production Quantity,1992,tonnes,0,NR,maize_green
Norway,Production Quantity,1991,tonnes,0,NR,maize_green
Norway,Production Quantity,1990,tonnes,0,NR,maize_green
Norway,Production Quantity,1989,tonnes,0,NR,maize_green
Norway,Production Quantity,1988,tonnes,0,NR,maize_green
Norway,Production Quantity,1987,tonnes,0,NR,maize_green
Norway,Production Quantity,1986,tonnes,0,NR,maize_green
Norway,Production Quantity,1985,tonnes,0,NR,maize_green
Norway,Production Quantity,1984,tonnes,0,NR,maize_green
Norway,Production Quantity,1983,tonnes,0,NR,maize_green
Norway,Production Quantity,1982,tonnes,0,NR,maize_green
Norway,Production Quantity,1981,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,2007,Ha,1500,F ,maize_green
Occupied Palestinian Territory,Area Harvested,2006,Ha,1235,,maize_green
Occupied Palestinian Territory,Area Harvested,2005,Ha,804,,maize_green
Occupied Palestinian Territory,Area Harvested,2004,Ha,860,,maize_green
Occupied Palestinian Territory,Area Harvested,2003,Ha,828,,maize_green
Occupied Palestinian Territory,Area Harvested,2002,Ha,860,,maize_green
Occupied Palestinian Territory,Area Harvested,2001,Ha,814,,maize_green
Occupied Palestinian Territory,Area Harvested,2000,Ha,1030,,maize_green
Occupied Palestinian Territory,Area Harvested,1999,Ha,519,,maize_green
Occupied Palestinian Territory,Area Harvested,1998,Ha,431,,maize_green
Occupied Palestinian Territory,Area Harvested,1997,Ha,548,,maize_green
Occupied Palestinian Territory,Area Harvested,1996,Ha,513,,maize_green
Occupied Palestinian Territory,Area Harvested,1995,Ha,405,,maize_green
Occupied Palestinian Territory,Area Harvested,1994,Ha,408,,maize_green
Occupied Palestinian Territory,Area Harvested,1993,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1992,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1991,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1990,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1989,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1988,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1987,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1986,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1985,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1984,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1983,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1982,Ha,0,NR,maize_green
Occupied Palestinian Territory,Area Harvested,1981,Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,2007,Hg/Ha,133333,Fc,maize_green
Occupied Palestinian Territory,Yield,2006,Hg/Ha,132906,Fc,maize_green
Occupied Palestinian Territory,Yield,2005,Hg/Ha,138793,Fc,maize_green
Occupied Palestinian Territory,Yield,2004,Hg/Ha,128209,Fc,maize_green
Occupied Palestinian Territory,Yield,2003,Hg/Ha,111606,Fc,maize_green
Occupied Palestinian Territory,Yield,2002,Hg/Ha,110395,Fc,maize_green
Occupied Palestinian Territory,Yield,2001,Hg/Ha,119017,Fc,maize_green
Occupied Palestinian Territory,Yield,2000,Hg/Ha,115941,Fc,maize_green
Occupied Palestinian Territory,Yield,1999,Hg/Ha,165433,Fc,maize_green
Occupied Palestinian Territory,Yield,1998,Hg/Ha,125011,Fc,maize_green
Occupied Palestinian Territory,Yield,1997,Hg/Ha,165054,Fc,maize_green
Occupied Palestinian Territory,Yield,1996,Hg/Ha,145419,Fc,maize_green
Occupied Palestinian Territory,Yield,1995,Hg/Ha,106888,Fc,maize_green
Occupied Palestinian Territory,Yield,1994,Hg/Ha,105024,Fc,maize_green
Occupied Palestinian Territory,Yield,1993,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1992,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1991,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1990,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1989,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1988,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1987,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1986,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1985,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1984,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1983,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1982,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Yield,1981,Hg/Ha,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,2007,tonnes,20000,F ,maize_green
Occupied Palestinian Territory,Production Quantity,2006,tonnes,16414,,maize_green
Occupied Palestinian Territory,Production Quantity,2005,tonnes,11159,,maize_green
Occupied Palestinian Territory,Production Quantity,2004,tonnes,11026,,maize_green
Occupied Palestinian Territory,Production Quantity,2003,tonnes,9241,,maize_green
Occupied Palestinian Territory,Production Quantity,2002,tonnes,9494,,maize_green
Occupied Palestinian Territory,Production Quantity,2001,tonnes,9688,,maize_green
Occupied Palestinian Territory,Production Quantity,2000,tonnes,11942,,maize_green
Occupied Palestinian Territory,Production Quantity,1999,tonnes,8586,,maize_green
Occupied Palestinian Territory,Production Quantity,1998,tonnes,5388,,maize_green
Occupied Palestinian Territory,Production Quantity,1997,tonnes,9045,,maize_green
Occupied Palestinian Territory,Production Quantity,1996,tonnes,7460,,maize_green
Occupied Palestinian Territory,Production Quantity,1995,tonnes,4329,,maize_green
Occupied Palestinian Territory,Production Quantity,1994,tonnes,4285,,maize_green
Occupied Palestinian Territory,Production Quantity,1993,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1992,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1991,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1990,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1989,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1988,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1987,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1986,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1985,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1984,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1983,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1982,tonnes,0,NR,maize_green
Occupied Palestinian Territory,Production Quantity,1981,tonnes,0,NR,maize_green
Oceania +,Area Harvested,2007,Ha,33976,A ,maize_green
Oceania +,Area Harvested,2006,Ha,34761,A ,maize_green
Oceania +,Area Harvested,2005,Ha,34671,A ,maize_green
Oceania +,Area Harvested,2004,Ha,35556,A ,maize_green
Oceania +,Area Harvested,2003,Ha,34056,A ,maize_green
Oceania +,Area Harvested,2002,Ha,34056,A ,maize_green
Oceania +,Area Harvested,2001,Ha,34056,A ,maize_green
Oceania +,Area Harvested,2000,Ha,33790,A ,maize_green
Oceania +,Area Harvested,1999,Ha,33460,A ,maize_green
Oceania +,Area Harvested,1998,Ha,34131,A ,maize_green
Oceania +,Area Harvested,1997,Ha,33489,A ,maize_green
Oceania +,Area Harvested,1996,Ha,34093,A ,maize_green
Oceania +,Area Harvested,1995,Ha,32346,A ,maize_green
Oceania +,Area Harvested,1994,Ha,29758,A ,maize_green
Oceania +,Area Harvested,1993,Ha,27515,A ,maize_green
Oceania +,Area Harvested,1992,Ha,26365,A ,maize_green
Oceania +,Area Harvested,1991,Ha,25014,A ,maize_green
Oceania +,Area Harvested,1990,Ha,24248,A ,maize_green
Oceania +,Area Harvested,1989,Ha,24603,A ,maize_green
Oceania +,Area Harvested,1988,Ha,24340,A ,maize_green
Oceania +,Area Harvested,1987,Ha,22716,A ,maize_green
Oceania +,Area Harvested,1986,Ha,21569,A ,maize_green
Oceania +,Area Harvested,1985,Ha,21750,A ,maize_green
Oceania +,Area Harvested,1984,Ha,20898,A ,maize_green
Oceania +,Area Harvested,1983,Ha,20657,A ,maize_green
Oceania +,Area Harvested,1982,Ha,20261,A ,maize_green
Oceania +,Area Harvested,1981,Ha,20147,A ,maize_green
Oceania +,Yield,2007,Hg/Ha,108048,A ,maize_green
Oceania +,Yield,2006,Hg/Ha,107908,A ,maize_green
Oceania +,Yield,2005,Hg/Ha,107177,A ,maize_green
Oceania +,Yield,2004,Hg/Ha,108869,A ,maize_green
Oceania +,Yield,2003,Hg/Ha,108673,A ,maize_green
Oceania +,Yield,2002,Hg/Ha,108672,A ,maize_green
Oceania +,Yield,2001,Hg/Ha,108672,A ,maize_green
Oceania +,Yield,2000,Hg/Ha,109887,A ,maize_green
Oceania +,Yield,1999,Hg/Ha,111257,A ,maize_green
Oceania +,Yield,1998,Hg/Ha,115074,A ,maize_green
Oceania +,Yield,1997,Hg/Ha,111939,A ,maize_green
Oceania +,Yield,1996,Hg/Ha,113918,A ,maize_green
Oceania +,Yield,1995,Hg/Ha,116780,A ,maize_green
Oceania +,Yield,1994,Hg/Ha,111493,A ,maize_green
Oceania +,Yield,1993,Hg/Ha,107535,A ,maize_green
Oceania +,Yield,1992,Hg/Ha,107869,A ,maize_green
Oceania +,Yield,1991,Hg/Ha,114744,A ,maize_green
Oceania +,Yield,1990,Hg/Ha,113766,A ,maize_green
Oceania +,Yield,1989,Hg/Ha,112305,A ,maize_green
Oceania +,Yield,1988,Hg/Ha,111974,A ,maize_green
Oceania +,Yield,1987,Hg/Ha,110711,A ,maize_green
Oceania +,Yield,1986,Hg/Ha,109783,A ,maize_green
Oceania +,Yield,1985,Hg/Ha,107266,A ,maize_green
Oceania +,Yield,1984,Hg/Ha,104411,A ,maize_green
Oceania +,Yield,1983,Hg/Ha,107313,A ,maize_green
Oceania +,Yield,1982,Hg/Ha,101877,A ,maize_green
Oceania +,Yield,1981,Hg/Ha,105082,A ,maize_green
Oceania +,Production Quantity,2007,tonnes,367106,A ,maize_green
Oceania +,Production Quantity,2006,tonnes,375101,A ,maize_green
Oceania +,Production Quantity,2005,tonnes,371596,A ,maize_green
Oceania +,Production Quantity,2004,tonnes,387096,A ,maize_green
Oceania +,Production Quantity,2003,tonnes,370098,A ,maize_green
Oceania +,Production Quantity,2002,tonnes,370096,A ,maize_green
Oceania +,Production Quantity,2001,tonnes,370096,A ,maize_green
Oceania +,Production Quantity,2000,tonnes,371311,A ,maize_green
Oceania +,Production Quantity,1999,tonnes,372268,A ,maize_green
Oceania +,Production Quantity,1998,tonnes,392762,A ,maize_green
Oceania +,Production Quantity,1997,tonnes,374875,A ,maize_green
Oceania +,Production Quantity,1996,tonnes,388381,A ,maize_green
Oceania +,Production Quantity,1995,tonnes,377738,A ,maize_green
Oceania +,Production Quantity,1994,tonnes,331783,A ,maize_green
Oceania +,Production Quantity,1993,tonnes,295885,A ,maize_green
Oceania +,Production Quantity,1992,tonnes,284398,A ,maize_green
Oceania +,Production Quantity,1991,tonnes,287022,A ,maize_green
Oceania +,Production Quantity,1990,tonnes,275860,A ,maize_green
Oceania +,Production Quantity,1989,tonnes,276305,A ,maize_green
Oceania +,Production Quantity,1988,tonnes,272546,A ,maize_green
Oceania +,Production Quantity,1987,tonnes,251492,A ,maize_green
Oceania +,Production Quantity,1986,tonnes,236791,A ,maize_green
Oceania +,Production Quantity,1985,tonnes,233305,A ,maize_green
Oceania +,Production Quantity,1984,tonnes,218200,A ,maize_green
Oceania +,Production Quantity,1983,tonnes,221678,A ,maize_green
Oceania +,Production Quantity,1982,tonnes,206415,A ,maize_green
Oceania +,Production Quantity,1981,tonnes,211709,A ,maize_green
Papua New Guinea,Area Harvested,2007,Ha,23500,F ,maize_green
Papua New Guinea,Area Harvested,2006,Ha,23500,F ,maize_green
Papua New Guinea,Area Harvested,2005,Ha,23500,F ,maize_green
Papua New Guinea,Area Harvested,2004,Ha,23500,F ,maize_green
Papua New Guinea,Area Harvested,2003,Ha,23000,F ,maize_green
Papua New Guinea,Area Harvested,2002,Ha,23000,F ,maize_green
Papua New Guinea,Area Harvested,2001,Ha,23000,F ,maize_green
Papua New Guinea,Area Harvested,2000,Ha,22500,F ,maize_green
Papua New Guinea,Area Harvested,1999,Ha,22000,F ,maize_green
Papua New Guinea,Area Harvested,1998,Ha,21500,F ,maize_green
Papua New Guinea,Area Harvested,1997,Ha,21000,F ,maize_green
Papua New Guinea,Area Harvested,1996,Ha,20400,F ,maize_green
Papua New Guinea,Area Harvested,1995,Ha,19800,F ,maize_green
Papua New Guinea,Area Harvested,1994,Ha,19400,F ,maize_green
Papua New Guinea,Area Harvested,1993,Ha,18800,F ,maize_green
Papua New Guinea,Area Harvested,1992,Ha,18400,F ,maize_green
Papua New Guinea,Area Harvested,1991,Ha,18000,F ,maize_green
Papua New Guinea,Area Harvested,1990,Ha,17500,F ,maize_green
Papua New Guinea,Area Harvested,1989,Ha,17000,F ,maize_green
Papua New Guinea,Area Harvested,1988,Ha,16600,F ,maize_green
Papua New Guinea,Area Harvested,1987,Ha,16500,F ,maize_green
Papua New Guinea,Area Harvested,1986,Ha,16000,F ,maize_green
Papua New Guinea,Area Harvested,1985,Ha,15500,F ,maize_green
Papua New Guinea,Area Harvested,1984,Ha,15000,F ,maize_green
Papua New Guinea,Area Harvested,1983,Ha,14500,F ,maize_green
Papua New Guinea,Area Harvested,1982,Ha,14000,F ,maize_green
Papua New Guinea,Area Harvested,1981,Ha,13500,F ,maize_green
Papua New Guinea,Yield,2007,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2006,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2005,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2004,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2003,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2002,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2001,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,2000,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,1999,Hg/Ha,1.00E+05,Fc,maize_green
Papua New Guinea,Yield,1998,Hg/Ha,1.00E+05,Fc,maize_green
